,coachella_sentiment,text,polarity,clean_text
939,positive,"""@LL_COOL_LJ: #Coachella2015 Huh? _Ù÷ö_Ù÷ö_Ù÷ö This will be #Epic _ÙªÎ_Ù÷Â_Ù÷ÏÏ__Ù÷_ See you there!"" Soooo jealous _Ù÷© wish I could be there. I know you'll slay. _ÙÔÎ",2,Coachella Huh? This will be Epic See you there! Soooo jealous wish I could be there. I know you'll slay.
940,positive,RT @DHarris1089: Me n Bae are celebrating our one year anniversary at #Coachella2015 and Drake is headlining. We won.,2,Me n Bae are celebrating our one year anniversary at Coachella and Drake is headlining. We won.
941,positive,someone give me $435 #Coachella2015 http://t.co/qN4XUigBUq,2,someone give me Coachella
942,positive,RT @priscyflamenco: ÛÏ@Ashleytoledo_: ÛÏ@priscyflamenco: #Coachella2015 lineup looks fucking awesomeÛ girl yes I'm tryna see my baby drake_Ù÷©Û Û_,2,Coachella lineup looks fucking awesome girl yes I'm tryna see my baby drake
943,positive,"After seeing the Coachella lineup today, the real question is: Do I buy textbooks ...or tickets? #Coachella2015 #collegegirldecisions",2,After seeing the Coachella lineup today the real question is Do I buy textbooks ...or tickets? Coachella collegegirldecisions
944,positive,"dream #coachella lineup. 

#coachella2015 #drake #drizzy #champagnepapi @coachella @Drake http://t.co/XisLIaxTd2",2,dream coachella lineup. coachella drake drizzy champagnepapi
945,positive,ÛÏ@Ashleytoledo_: ÛÏ@priscyflamenco: #Coachella2015 lineup looks fucking awesomeÛ girl yes I'm tryna see my baby drake_Ù÷©Û same and the weeknd _Ù÷Â,2,Coachella lineup looks fucking awesome girl yes I'm tryna see my baby drake same and the weeknd
946,positive,RT @Whatever_Mason: omg i wanna go so bad #Coachella2015 http://t.co/pPbQaictJT,2,omg i wanna go so bad Coachella
947,positive,I really wanna go! Any takers? Trip to my home state plus I get to see my husband ! #coachella2015Û_ http://t.co/KA9mKWQk07,2,I really wanna go! Any takers? Trip to my home state plus I get to see my husband ! coachella
948,positive,... And the #Coachella2015 lineup has been released. Too bad I can't go! _Ù÷__Ù÷__Ù÷_,2,... And the Coachella lineup has been released. Too bad I can't go!
949,positive,Defiantly need to find a sugar daddy before April cause I wanna go to #Coachella2015 _Ù÷â,2,Defiantly need to find a sugar daddy before April cause I wanna go to Coachella
950,positive,"ÛÏ@XXL: Drake, Run The Jewels and more will perform at Coachella http://t.co/mk6c3CasR3   #Coachella2015Û _Ù÷Ò",2,Drake Run The Jewels and more will perform at Coachella Coachella
951,positive,"I want to go to Coachella this year. @StP_BrokenBones @Hozier @theweeknd @Alabama_Shakes @flo_tweet 
#JustToNameAFew #Coachella2015",2,I want to go to Coachella this year. JustToNameAFew Coachella
952,positive,Oh my gosh Jack White headlining at #Coachella2015 _Ù÷__Ù÷__Ù÷_,2,Oh my gosh Jack White headlining at Coachella
953,positive,RT @spanglishpop: At 1st glance @coachella line up looks just ok but it's actually good balance of all types of acts- gives more time 2 enjÛ_,2,At st glance line up looks just ok but it's actually good balance of all types of acts gives more time enj
954,positive,The Weeknd will be at Coachella #Coachella2015 _Ù÷©_Ù÷©_Ù÷©,2,The Weeknd will be at Coachella Coachella
955,positive,BRAND NEW IS MY ALLLLLL TIME FAVORITE BAND.... #Coachella2015,2,BRAND NEW IS MY ALLLLLL TIME FAVORITE BAND.... Coachella
956,positive,RT @carson_long27: I have mad chills right now. #Coachella2015,2,I have mad chills right now. Coachella
957,positive,my favs are @Hozier @AZEALIABANKS @Drake @Alabama_Shakes @Kiesza @theweeknd @flo_tweet @MilkyChance @alt_J @thirdmanrecords #Coachella2015,2,my favs are Coachella
958,positive,RT @JamiesMole: Wow! Coachella lineup in amazing this year! @coachella #Coachella2015 #coachella http://t.co/jwAgQYxjiK,2,Wow! Coachella lineup in amazing this year! Coachella coachella
959,positive,My ideal #Coachella2015 lineup tbh ÛÏ@MigosATL: http://t.co/T8O566JMgZÛ,2,My ideal Coachella lineup tbh
960,positive,I just wanna see the @theweeknd on day two #Coachella2015,2,I just wanna see the on day two Coachella
961,positive,I really think i need to basically blow all my money to go to @coachella this yr. _Ù÷¢_ÙÕü_ÙÔ #Coachella2015,2,I really think i need to basically blow all my money to go to this yr. Coachella
962,positive,#JoanDidion for #Celine. @LillyPulitzer for @Target. AC/DC for #Coachella2015. Two out of three ain't bad.,2,JoanDidion for Celine. for . AC DC for Coachella . Two out of three ain't bad.
963,positive,MUST GO! #coachella2015 #music #love #firsttimer http://t.co/Rop8lddQco,2,MUST GO! coachella music love firsttimer
964,positive,Glad I have a place a few blocks from #Coachella2015 If only there was some #electroswing!!,2,Glad I have a place a few blocks from Coachella If only there was some electroswing!!
965,positive,Yep this happen... #coachella2015 bitches http://t.co/O9HbkmJ6c4,2,Yep this happen... coachella bitches
966,positive,The COACHELLA 2015 lineup is intense its make me more sad that I'm poor _Ù÷â_Ù÷__Ù÷__Ù÷__Ù÷__Ùª_Ùª #Coachella2015,2,The COACHELLA lineup is intense its make me more sad that I'm poor Coachella
967,positive,I really want to go to Coachella now #Coachella2015,2,I really want to go to Coachella now Coachella
968,positive,Awesome that #Drake will be at #Coachella2015! It would be an awesome concert if @britneyspears and @taylorswift13 would also perform!,2,Awesome that Drake will be at Coachella ! It would be an awesome concert if and would also perform!
969,positive,"#Coachella2015 lineup is released. Jack White, AC/DC, etc. http://t.co/9nKZQndJzO #festival",2,Coachella lineup is released. Jack White AC DC etc. festival
970,positive,Ey! Sing up for free Coachella tickets! http://t.co/YU8VOT21XB #Coachella2015 #Coachella,2,Ey! Sing up for free Coachella tickets! Coachella Coachella
971,positive,"Hoping for a ""Back in Black Cow"" on Friday :)  Coachella 2015 lineup | The Verge - http://t.co/NPny6gZBnV #coachella2015",2,Hoping for a Back in Black Cow on Friday Coachella lineup The Verge coachella
972,positive,i'll be at #Coachella2015 #coachella first weekend bruh bruh,2,i'll be at Coachella coachella first weekend bruh bruh
973,positive,0 to _ÙÕø real quick @Drake #coachella2015,2,to real quick coachella
974,positive,Take me to #Coachella2015 wid @Swayyne,2,Take me to Coachella wid
975,positive,Now I have something to look forward too.. #Coachella2015,2,Now I have something to look forward too.. Coachella
976,positive,Can't Wait! _Ù÷_Ù÷_ÙÕ¥#coachella2015 http://t.co/j7b170CR8n,2,Can't Wait! coachella
977,positive,"#coachella2015 lineup is lookin dope, I'm there the 2nd weekend http://t.co/BtkqBQeRne",2,coachella lineup is lookin dope I'm there the nd weekend
978,positive,Strong lineup. #Coachella2015 http://t.co/mqqdHBQuLK,2,Strong lineup. Coachella
979,positive,who cares about the #Coachella2015 lineup all I wanna know is the #warpedtour 2015 full lineup,2,who cares about the Coachella lineup all I wanna know is the warpedtour full lineup
980,positive,@keysnkrates COACHELLA??? Congrats guys that's huge!!! Can't wait to see you guys there #weekendone #KNKAllDay #Coachella2015,2,COACHELLA??? Congrats guys that's huge!!! Can't wait to see you guys there weekendone KNKAllDay Coachella
981,positive,_Ù÷ the line up for #Coachella2015,2,the line up for Coachella
982,positive,Coachella surprises fans with Steely Dan and AC/DC on 2015 lineup http://t.co/EMImPFiFps  #coachella #steelydan #acdc #coachella2015,2,Coachella surprises fans with Steely Dan and AC DC on lineup coachella steelydan acdc coachella
983,positive,Id really love to go to #Coachella2015,2,Id really love to go to Coachella
984,positive,"Line Up Announced, see you at @coachella!! #Coachella2015 #Coachella #coachellalineup http://t.co/OykriKFjwT",2,Line Up Announced see you at !! Coachella Coachella coachellalineup
985,positive,The #Coachella2015 lineup is the beautiful thing I have ever seen.,2,The Coachella lineup is the beautiful thing I have ever seen.
986,positive,I'll be seeing you Coachella in April!!! #coachella2015 #vacation #musicjunkie,2,I'll be seeing you Coachella in April!!! coachella vacation musicjunkie
987,positive,"Proud of my friends @losrakas for landing #Coachella2015
Humble and talented....the grind pays off!Û_ http://t.co/5u6V6tX8Xp",2,Proud of my friends for landing Coachella Humble and talented....the grind pays off!
988,positive,RT @Sincerely_Kattt: The line up for #Coachella2015 is beautiful,2,The line up for Coachella is beautiful
989,positive,The line up for #Coachella2015 is beautiful,2,The line up for Coachella is beautiful
990,positive,RT @AJTWEETS: Erol Alkan all I'm really stoked about tbh #Coachella2015,2,Erol Alkan all I'm really stoked about tbh Coachella
991,positive,"Drake, The Wknd, Action Bronson, Raekwon and Ghost, Ab-Soul, Florence and the machine, + many more! I'm pumped! #Coachella2015 we in there!!",2,Drake The Wknd Action Bronson Raekwon and Ghost Ab Soul Florence and the machine many more! I'm pumped! Coachella we in there!!
992,positive,Amazing line up for #Coachella2015 - #top5in5 will be there BRING IT http://t.co/I0HTAatT3X,2,Amazing line up for Coachella top in will be there BRING IT
993,positive,@coachella lineup is pretty sweet especially since two of my favourite producers @awonderdj and @DukeDumont are playing #Coachella2015,2,lineup is pretty sweet especially since two of my favourite producers and are playing Coachella
994,positive,RT @FlowerChildHair: Ready for #Coachella? We're here to help! _ÙÎü_ÙÕ_ÙÔÎFlower headbands &amp; hair tutorials at http://t.co/VYmQjnLi4F #Coachella2015,2,Ready for Coachella? We're here to help! Flower headbands amp hair tutorials at Coachella
995,positive,#Coachella2015  - see you there! @SirAngusBlair #reunion,2,Coachella see you there! reunion
996,positive,I'm going to Coachella Weekend 1! Check out who I'm excited to see. #COACHELLA2015 http://t.co/Z0EZPqrkmN,2,I'm going to Coachella Weekend ! Check out who I'm excited to see. COACHELLA
997,positive,Ready for #Coachella? We're here to help! _ÙÎü_ÙÕ_ÙÔÎFlower headbands &amp; hair tutorials at http://t.co/VYmQjnLi4F #Coachella2015,2,Ready for Coachella? We're here to help! Flower headbands amp hair tutorials at Coachella
998,positive,I wanna go so bad _Ù÷© #Coachella2015 http://t.co/L50BlzI5COÛ,2,I wanna go so bad Coachella
999,positive,RT @GuyFieriaAF: Whose excited for coachella?? :)))) _ÙªÎ#Coachella2015 http://t.co/yVbz7DBz4C,2,Whose excited for coachella?? Coachella
1000,positive,"#Coachella2015 #DiscountTickets #OnDeck #PLUR #Drake #Kaskade 626-600-NESS (6377) ""@coachella: For those about to #RT http://t.co/0IfmRrFGG5",2,Coachella DiscountTickets OnDeck PLUR Drake Kaskade NESS For those about to
1001,positive,That #Coachella2015 lineup is absolutely insane,2,That Coachella lineup is absolutely insane
1002,positive,All I See _Ù÷Î_Ù÷ #Coachella2015 http://t.co/FZCQnfKFg1,2,All I See Coachella
1003,positive,#6GOD and the @LILBTHEBASEDGOD http://t.co/fi9TjspzmT #PrayersAnswered #Coachella2015,2,GOD and the PrayersAnswered Coachella
1004,positive,"Omg #Coachella2015 AZEALIA, FKA, MARINA, LIGHTS _ÙÔ_Ù÷_ÙÕ¥_ÙÕ¥",2,Omg Coachella AZEALIA FKA MARINA LIGHTS
1005,positive,omg!! The Silver Hymen Flaps are gonna be playing! #Coachella2015,2,omg!! The Silver Hymen Flaps are gonna be playing! Coachella
1006,positive,Excited for my 10th @coachella who else is riding off into the desert...? #Coachella2015 http://t.co/EKpy93FK4T,2,Excited for my th who else is riding off into the desert...? Coachella
1007,positive,@julia_kirk46 ticket sales are tomorroww!!! #Coachella2015,2,ticket sales are tomorroww!!! Coachella
1008,positive,I got to get Tickets to #Coachella2015 because I've never been to it and perhaps I want to see Drake rap live it would be cool to see him,2,I got to get Tickets to Coachella because I've never been to it and perhaps I want to see Drake rap live it would be cool to see him
1009,positive,Erol Alkan all I'm really stoked about tbh #Coachella2015,2,Erol Alkan all I'm really stoked about tbh Coachella
1010,positive,#Coachella2015 lineup doesn't look as appealing as its predecessors. Still good tho.,2,Coachella lineup doesn't look as appealing as its predecessors. Still good tho.
1011,positive,#OMG the #Coachella2015 line-up!! _Ù÷Ä_Ù÷Ä_Ù÷Ä_ÙÔ_Ù÷_Ù÷_Ù÷ #SoExcited _ÙÔ,2,OMG the Coachella line up!! SoExcited
1012,positive,I can't believe I get to finally see AC/DC live #coachella2015,2,I can't believe I get to finally see AC DC live coachella
1013,positive,"The lineup is here! #Coachella2015 http://t.co/oIF1IH87jS""
Missing it again this year! _Ù÷¥",2,The lineup is here! Coachella Missing it again this year!
1014,positive,Just saw the list of AWESOME artists for this years Coachella festival!!! _Ù÷__Ù÷__Ù÷_ I WANNA GO!!! #Coachella2015 #fosterthepeople #nero,2,Just saw the list of AWESOME artists for this years Coachella festival!!! I WANNA GO!!! Coachella fosterthepeople nero
1015,positive,Currently seeking someone to coachella with #Coachella2015,2,Currently seeking someone to coachella with Coachella
1016,positive,@eri_wiwi ha!!!! Let's do that for reaaaal!! Lets talk! #Coachella2015 #music #travel,2,ha!!!! Let's do that for reaaaal!! Lets talk! Coachella music travel
1017,positive,RT @shannonbugelli: Coachella is definitely on my bucket list. #Coachella2015,2,Coachella is definitely on my bucket list. Coachella
1018,positive,Another festival season another year I don't feel old because I can read the bottom 2 lines and still recognize a band or two #Coachella2015,2,Another festival season another year I don't feel old because I can read the bottom lines and still recognize a band or two Coachella
1019,positive,People everywhere are getting their cassettes out to prepare for the #Coachella2015 line up.,2,People everywhere are getting their cassettes out to prepare for the Coachella line up.
1020,positive,My moms over hear talking about going to #Coachella2015 lol _Ù÷â okay mom you ain't bout to go without me !!,2,My moms over hear talking about going to Coachella lol okay mom you ain't bout to go without me !!
1021,positive,_Ùà¼_Ùàü _ÙÎÈ looking forward to it #coachella2015 by chasingmili http://t.co/NqgZgTVhMY http://t.co/Gl7gpGBXQP,2,looking forward to it coachella by chasingmili
1022,positive,RT @JAVPRECIO: Wahhhh!!!! AC/DC &amp; DEORRO at 2015 Coachella!!! #IsThisRealLife #coachella2015 http://t.co/MKVyMXMLU7,2,Wahhhh!!!! AC DC amp DEORRO at Coachella!!! IsThisRealLife coachella
1023,positive,"I literally just lost my breath #Coachella2015 some of my all time favorite musicians this yr, looks like im making my first trip back to CA",2,I literally just lost my breath Coachella some of my all time favorite musicians this yr looks like im making my first trip back to CA
1024,positive,Coachella is gonna be so dopeeeee #Coachella2015,2,Coachella is gonna be so dopeeeee Coachella
1025,positive,I really want to go to #Coachella2015,2,I really want to go to Coachella
1026,positive,"I'll take one #Coachella2015 ticket please, I shall see Drake!!",2,I'll take one Coachella ticket please I shall see Drake!!
1027,positive,When I found out @MarinasDiamonds is performing at #Coachella2015 _Ù÷_Ù÷_Ù÷_Ù÷_Ù÷_Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__ÙÕ¥_ÙÕ__ÙÕ__ÙÕ¥_ÙÕ__ÙÕ__ÙÕ__ÙÕ__ÙÕ__ÙÕ__ÙÕ__ÙÕ__Ù÷µ_Ù÷µ_Ù÷µ_Ù÷µ_ÙÎü_ÙÎü_ÙÎü_ÙÎü,2,When I found out is performing at Coachella
1028,positive,so whoever would love to buy my ticket to #Coachella2015 I will love you long time and it would be fuckkn badass!!_ÙªÎ_ÙªÎ_ÙªÎ,2,so whoever would love to buy my ticket to Coachella I will love you long time and it would be fuckkn badass!!
1029,positive,"Most people at #Coachella2015: ""Who the fuck is #SteelyDan?""... Only the greatest band named after a vibrator EVER.",2,Most people at Coachella Who the fuck is SteelyDan? ... Only the greatest band named after a vibrator EVER.
1030,positive,"I feel like I'm going to be tweeting about @coachella way too much, but it's the most wonderful time of the year #Coachella2015",2,I feel like I'm going to be tweeting about way too much but it's the most wonderful time of the year Coachella
1031,positive,tru. still wanna go to #Coachella2015 tho http://t.co/o3nL0AVeRw,2,tru. still wanna go to Coachella tho
1032,positive,Randomly want to go to #Coachella2015 in April,2,Randomly want to go to Coachella in April
1033,positive,#ACDC en #Coachella2015 can't wait!!!,2,ACDC en Coachella can't wait!!!
1034,positive,RT @JonelRabara: #Coachella2015 let's go people!!,2,Coachella let's go people!!
1035,positive,Jack White is going to bring out lil b at coachella #Coachella2015,2,Jack White is going to bring out lil b at coachella Coachella
1036,positive,You know where you'll find me Sunday night of @coachella ??? Not at Drake. #Coachella #Coachella2015 #totesobvi,2,You know where you'll find me Sunday night of ??? Not at Drake. Coachella Coachella totesobvi
1037,positive,"RT @cperez_05: Kygo, Oliver Heldens, Porter Robinson, floss, all the edm acts are good #Coachella2015",2,Kygo Oliver Heldens Porter Robinson floss all the edm acts are good Coachella
1038,positive,Now everyone who can't go to Coachella sadly dreams of it. #Coachella2015,2,Now everyone who can't go to Coachella sadly dreams of it. Coachella
1039,positive,#nowplaying the official #coachella2015 playlist on @Spotify! Gearing up! _Ù÷_ÙªÎ_ÙÓ´,2,nowplaying the official coachella playlist on ! Gearing up!
1040,positive,@Interpol is playing at #Coachella2015? Now it's worth going _Ù÷_,2,is playing at Coachella ? Now it's worth going
1041,positive,Turn down for what? @coachella #coachella #Coachella2015 _ÙÓ´_ÙÓ´_ÙÓ´,2,Turn down for what? coachella Coachella
1042,positive,"I have to go to #Coachella2015, I mean look at the line up!! http://t.co/PdlfC63mfm",2,I have to go to Coachella I mean look at the line up!!
1043,positive,ÛÏ@kaskade: ÛÏ@Forever21: The lineup is here! #Coachella2015 http://t.co/YiU2962s61Û Cue the flower headband display front + center!Û _Ù÷â_Ù÷â_Ù÷â,2,The lineup is here! Coachella Cue the flower headband display front center!
1044,positive,#Coachella2015 let's go people!!,2,Coachella let's go people!!
1045,positive,It. Is. ON!!! #coachella2015 #herewecome _ÙÕÄ #indiosnotready http://t.co/HQPpMeS3wO,2,It. Is. ON!!! coachella herewecome indiosnotready
1046,positive,Planning #Coachella2015! Who's coming with me?,2,Planning Coachella ! Who's coming with me?
1047,positive,Wishing I lived in America!!!! Coachea line up is too good AHHHHH #Coachella2015 #Coachella #ACDC,2,Wishing I lived in America!!!! Coachea line up is too good AHHHHH Coachella Coachella ACDC
1048,positive,Lets go to #Coachella2015,2,Lets go to Coachella
1049,positive,ÛÏ@Mher13: Coachella sounds like a perfect way to spend my refund. #collegefession  #nbd #Coachella2015Û Take me? _ÙÕ,2,Coachella sounds like a perfect way to spend my refund. collegefession nbd Coachella Take me?
1050,positive,Me n Bae are celebrating our one year anniversary at #Coachella2015 and Drake is headlining. We won.,2,Me n Bae are celebrating our one year anniversary at Coachella and Drake is headlining. We won.
1051,positive,HOLY SHIT #Coachella2015 http://t.co/zsMsKKk7k4,2,HOLY SHIT Coachella
1052,positive,Yip. Commence hysterical sobbing now. #coachella2015 #lineup #awesome  #icanteven #meh #fomo http://t.co/CVgorjJHmM,2,Yip. Commence hysterical sobbing now. coachella lineup awesome icanteven meh fomo
1053,positive,http://t.co/HZHNMl00K2 http://t.co/A8Kcu1ZwXZÛ @coachella thanks @HungerMagazine for making us #hungryforcoachella #Coachella2015 #lineup,2,thanks for making us hungryforcoachella Coachella lineup
1054,positive,RT @Moe_Kwatra: It's alright #coachella2015 http://t.co/9JGbSfqm1B,2,It's alright coachella
1055,positive,west coast woodstock aka @coachella countdown begins. #Coachella2015 #CaliLife http://t.co/zFJJi0p9VX,2,west coast woodstock aka countdown begins. Coachella CaliLife
1056,positive,@KygoMusic Super excited to see you too! Can't wait to dance to some tropical house in the desert. #Coachella2015 #Firestone,2,Super excited to see you too! Can't wait to dance to some tropical house in the desert. Coachella Firestone
1057,positive,Drakes headlining #Coachella2015  and the weeknd gonna be there too.. Someone want to come to Cali for the summer?,2,Drakes headlining Coachella and the weeknd gonna be there too.. Someone want to come to Cali for the summer?
1058,positive,The #Coachella2015 line up is so solid.,2,The Coachella line up is so solid.
1059,positive,So excited to see #drake at #Coachella2015 I really hope he plays Started From the Bottom that song would be so cool to see live #sarcasm,2,So excited to see drake at Coachella I really hope he plays Started From the Bottom that song would be so cool to see live sarcasm
1060,positive,I'm hyperventilating #Coachella2015 http://t.co/FbRYRastz8,2,I'm hyperventilating Coachella
1061,positive,"RT @ThatDudeProtege: Idk why y'all are complaining, this is a great lineup. #Coachella2015 http://t.co/72fSwqxnA8",2,Idk why y'all are complaining this is a great lineup. Coachella
1062,positive,That Coachella line-up is actually too good! #Coachella2015,2,That Coachella line up is actually too good! Coachella
1063,positive,A must this year @coachella #UnrealLineUp #LottoTomorrow #Coachella2015,2,A must this year UnrealLineUp LottoTomorrow Coachella
1064,positive,"@coachella This year has some greats, not all greats. But who knows I most likely fall in love with a new band/singer #Coachella2015",2,This year has some greats not all greats. But who knows I most likely fall in love with a new band singer Coachella
1065,positive,#FKATwigs and #stromae are only the tip of the iceberg! #Coachella2015,2,FKATwigs and stromae are only the tip of the iceberg! Coachella
1066,positive,RT @charliejbull: Want to go to #Coachella2015 _Ù÷Õ,2,Want to go to Coachella
1067,positive,It's probably every artists dream to be on a poster in size 22 font #Coachella2015,2,It's probably every artists dream to be on a poster in size font Coachella
1068,positive,omg #Coachella2015 - can't wait! http://t.co/APoAZ24tyB,2,omg Coachella can't wait!
1069,positive,COACHELLA could not be here soon enough!! This lineup is INCREDIBLE!!!!_Ù÷_Ù÷_Ù÷_Ù÷ #coachella2015 #cantwait http://t.co/KP20RA9IWN,2,COACHELLA could not be here soon enough!! This lineup is INCREDIBLE!!!! coachella cantwait
1070,positive,have a song from one of my favourite bands. i would go to #Coachella2015 and brave the hipsters just for them. https://t.co/Goi0zWvhfJ,2,have a song from one of my favourite bands. i would go to Coachella and brave the hipsters just for them.
1071,positive,#bucketlist #Coachella2015 NEED TO DO THIS!,2,bucketlist Coachella NEED TO DO THIS!
1072,positive,Would be worth it just to see AC/DC live  #Coachella2015,2,Would be worth it just to see AC DC live Coachella
1073,positive,So happy I bought my @coachella weekend 2 passes_Ù÷__ü_ü_ü #Coachella2015 #Coachella #presale #ThankYou,2,So happy I bought my weekend passes Coachella Coachella presale ThankYou
1074,positive,im trynna break my Coachella virginity #Coachella2015,2,im trynna break my Coachella virginity Coachella
1075,positive,"What does The Weeknd, Jack White, Circa Survive, Lykke Li, Ratatat, &amp; Brand New have in common? Awesomeness at #Coachella2015",2,What does The Weeknd Jack White Circa Survive Lykke Li Ratatat amp Brand New have in common? Awesomeness at Coachella
1076,positive,OK music fans...the #Coachella2015 lineup is out! http://t.co/xLU20Ky9Pl,2,OK music fans...the Coachella lineup is out!
1077,positive,"Steely Dan and AC/DC at #Coachella2015. Showing my age, but this is a f***ing awesome line up",2,Steely Dan and AC DC at Coachella . Showing my age but this is a f ing awesome line up
1078,positive,Craig t nelsons gonna headline !!! #Coachella2015 http://t.co/OEdvhUQreo,2,Craig t nelsons gonna headline !!! Coachella
1079,positive,omggggggg i'm so happy for @LosRakas #Coachella2015,2,omggggggg i'm so happy for Coachella
1080,positive,CAN IT BE TOMORROW SO I CAN JUST BUY THIS TICKET @anissaadame my heart can't take it!!! #Coachella2015,2,CAN IT BE TOMORROW SO I CAN JUST BUY THIS TICKET my heart can't take it!!! Coachella
1081,positive,Photo: 3 years strong! I canÛªt wait for this itÛªs gonna be amazing!!!! #Coachella2015 #CampGrime... http://t.co/wJ1kTG7BKW,2,Photo years strong! I cant wait for this its gonna be amazing!!!! Coachella CampGrime...
1082,positive,3 years strong! I can't wait for this it's gonna be amazing!!!! #Coachella2015 #CampGrime #WhereAreYou http://t.co/Hzj0k5K7yo,2,years strong! I can't wait for this it's gonna be amazing!!!! Coachella CampGrime WhereAreYou
1083,positive,Never been a crazy Coachella fan but this lineup is fuckjng incredible _Ù÷Ç_Ù÷Ç_Ù÷Ç_Ù÷Ç my fucking birthday weekend !!! #weeknd #kaskade #coachella2015,2,Never been a crazy Coachella fan but this lineup is fuckjng incredible my fucking birthday weekend !!! weeknd kaskade coachella
1084,positive,Coachella fest this year gonna have Drake and The Weeknd _ÙÔÎ glad I'm working it again this year #Coachella2015 #TopFlightSecurityOfTheWorld,2,Coachella fest this year gonna have Drake and The Weeknd glad I'm working it again this year Coachella TopFlightSecurityOfTheWorld
1085,positive,Super excited abt @FKAtwigs !!! #Coachella2015,2,Super excited abt !!! Coachella
1086,positive,"""We already got spring 2015 poppin""_ÙÎ« 
#Drake #CoachellaFest #Coachella2015",2,We already got spring poppin Drake CoachellaFest Coachella
1087,positive,RT @Francineeee_: I'll be 21 this time around for #Coachella2015 _Ù÷,2,I'll be this time around for Coachella
1088,positive,OH MY GOD @george_ezra IS PLAYING COACHELLA????!!!!!!????? YESSSSSSSS!!!!! i cant go. BOT OMG YAY THAT IS SO EXCITING!! &lt;3 &lt;3 #Coachella2015,2,OH MY GOD IS PLAYING COACHELLA????!!!!!!????? YESSSSSSSS!!!!! i cant go. BOT OMG YAY THAT IS SO EXCITING!! lt lt Coachella
1089,positive,#Coachella2015 is this a festival full of Basketball Coaches?,2,Coachella is this a festival full of Basketball Coaches?
1090,positive,Screw EDC take me to COACHELLA_Ù÷__ÙªÎ #coachella2015 #cali http://t.co/WlZ53r7HF6,2,Screw EDC take me to COACHELLA coachella cali
1091,positive,"#Repost @kenzasmg 

One day i'll go ! 
#coachella #coachella2015 coachella http://t.co/fL9MyFfdQs",2,Repost One day i'll go ! coachella coachella coachella
1092,positive,"With #ACDC and #SteelyDan playing #Coachella, #Vegas anxiously awaits the usual Sin City overflow show!
@acdc @SteelyDanSays #Coachella2015",2,With ACDC and SteelyDan playing Coachella Vegas anxiously awaits the usual Sin City overflow show! Coachella
1093,positive,Once I saw @FLOSSTRADAMUS and @keysnkrates I was sold #Coachella2015,2,Once I saw and I was sold Coachella
1094,positive,#Coachella2015 Lineup _Ù÷_Ù÷ http://t.co/NeAvyHfUR0,2,Coachella Lineup
1095,positive,"Steely Dan at Coachella?! Move over AC/DC, give me some jazz rock. #Coachella2015",2,Steely Dan at Coachella?! Move over AC DC give me some jazz rock. Coachella
1096,positive,RT @JackieJohnsonLA: #JackWhite &amp; @Hozier playing @coachella same day?! Not sure if I can handle that much awesomeness in one day. So excitÛ_,2,JackWhite amp playing same day?! Not sure if I can handle that much awesomeness in one day. So excit
1097,positive,"Interpol, I'm going for Interpol... #Coachella2015",2,Interpol I'm going for Interpol... Coachella
1098,positive,"RT @Mhuky: Even if you're written in small font, the fact that you're on the #Coachella2015 list must be _ÙÔÎ",2,Even if you're written in small font the fact that you're on the Coachella list must be
1099,positive,@TheRyanAdams I love turning people on to your music for the past 15 years #thankyou see you at #Coachella2015,2,I love turning people on to your music for the past years thankyou see you at Coachella
1100,positive,@Bailey_Taylorr @mariahpickett solid line up #Coachella2015,2,solid line up Coachella
1101,positive,"sooo whose coming w me to Indio, California ?? _Ù÷©_Ù÷© #Coachella2015 http://t.co/0hrpPGyOxP",2,sooo whose coming w me to Indio California ?? Coachella
1102,positive,RT @Mher13: Coachella sounds like a perfect way to spend my refund. #collegefession  #nbd #Coachella2015,2,Coachella sounds like a perfect way to spend my refund. collegefession nbd Coachella
1103,positive,This lineup is beautiful _ÙÕ÷_ÙÎö_ÙÓü_ÙÓ¦_ÙÓü_Ù÷ #Coachella2015 http://t.co/D4AVbdkWIS,2,This lineup is beautiful Coachella
1104,positive,@acdc Ride @tameimpala @st_vincent and @SteelyDanSays on eclectic bill for #Coachella2015 - odd but good.,2,Ride and on eclectic bill for Coachella odd but good.
1105,positive,Hyperventilating slightly!!! Who wants to come to COACHELLA with me?! #coachella2015 #CaliforniaÛ_ http://t.co/1qmZXvBg7B,2,Hyperventilating slightly!!! Who wants to come to COACHELLA with me?! coachella California
1106,positive,I want to go to coachella! Even if the only people I recognize on the lineup are Drake &amp; David Guetta lol #coachella #coachella2015 _Ù÷__Ù÷,2,I want to go to coachella! Even if the only people I recognize on the lineup are Drake amp David Guetta lol coachella coachella
1107,positive,Steely Dan AND AC/DC tho... Be still my #fangirling heart #Coachella2015,2,Steely Dan AND AC DC tho... Be still my fangirling heart Coachella
1108,positive,says; 93 days till #coachella2015 #jheeezeeeee #turnup,2,says days till coachella jheeezeeeee turnup
1109,positive,@awonderdj CONGRATS ON #Coachella2015!,2,CONGRATS ON Coachella !
1110,positive,I would do anything to go to #Coachella2015 _Ù÷©_Ù÷©_Ù÷©_Ù÷©,2,I would do anything to go to Coachella
1111,positive,I just want to go to #Coachella2015 _Ù÷_Ù÷__Ù÷_,2,I just want to go to Coachella
